"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT4G00100",1589.56457745791,-1.39306618513723,0.294615694175865,-4.72841811443239,2.26275848016751e-06,0.000275410032157531
"AT4G00150",459.117458803303,-2.7039358461859,0.317499211525614,-8.51635452319153,1.64654262357573e-17,1.40285431528652e-14
"AT4G00165",14.9304641143401,-2.57507135082166,0.660206787644663,-3.90040120612577,9.60334091000819e-05,0.0056970252841338
"AT4G00180",230.103130754572,-1.29164604010671,0.342382006774117,-3.77252897217483,0.000161601194463711,0.00897940550107053
"AT4G00200",16.9448625348687,-2.73709347546765,0.461933433700588,-5.92529848627878,3.11730640884185e-09,7.96783518099977e-07
"AT5G01020",853.264318191942,-1.89559828833508,0.291750297166163,-6.49733113127035,8.17573806503251e-11,3.05672098634096e-08
"AT5G01040",97.0311075556569,5.23342287705134,0.467558211780687,11.1930937051024,4.40780837511077e-29,1.12663582067831e-25
"AT5G01050",6.03390208861609,4.05682031537816,1.0264986495173,3.95209513162618,7.74699292447252e-05,0.00507725997819276
"AT5G01100",712.861543079155,2.2359857060319,0.422948415331151,5.28666292384904,1.24567871767595e-07,1.98997175148732e-05
"AT5G01160",299.520541478386,-1.0256738034007,0.270558803170765,-3.79094596583258,0.000150074604149309,0.00852423751568077
"AT5G01180",29.6533589394599,1.33787984109205,0.38038874327198,3.51713836109882,0.000436226329037589,0.021775323066245
"AT5G01200",31.0245766541876,-1.96697869074139,0.368047029681357,-5.3443677902912,9.07331723360936e-08,1.54609325660703e-05
"AT5G01230",59.8656190191075,-1.34889951811496,0.315318243985377,-4.27789873832202,1.88665805136597e-05,0.00163001110420923
"AT5G01240",275.857946794194,-3.49512262526152,0.364693993623139,-9.5837131578132,9.36173457452787e-22,1.19642967862466e-18
"AT5G15970",2.06514614864515,3.65847830694041,1.2348555852705,2.96267705355926,0.00304976357407146,0.111359938504666
"AT5G42650",2.08775181506639,3.77478476098025,1.22098046501665,3.09160127384082,0.00199080060036047,0.0782844051464823
"AT5G52310",3.1508904063851,4.5417369444027,1.13097426851167,4.01577389588137,5.92510411363397e-05,0.00432701888984241
"AT5G62350",1.81512167044709,4.24478547138443,1.2677969523095,3.34815875969086,0.000813503949596201,0.0364792297397876
"ArthCp005",19.7367649223039,1.15453754077498,0.409926069192942,2.81645308152277,0.00485571347392017,0.159117995376153
"ArthCp006",38.0214526177528,1.30164327513375,0.320490276098062,4.0614126923947,4.87766595668713e-05,0.00366685711332127
"ArthCp010",35.6724189120689,1.04708834657566,0.376598966205689,2.78038029983269,0.00542952722676509,0.169242336483068
"ArthCp011",10.2124120649208,1.51914472702394,0.490247095305977,3.09873274430275,0.00194350249920113,0.0776186310618453
"ArthCp012",32.7152016029865,1.4999246240925,0.347558368520912,4.31560497442675,1.59166390496049e-05,0.00145296176467107
"ArthCp014",96.9239317018534,1.51797810462821,0.270430334063559,5.61319465097965,1.98624949681215e-08,3.90527208757836e-06
"ArthCp016",23.7018423429029,2.22578714002873,0.511105134005119,4.35485185325186,1.33156940871444e-05,0.00127566183086468
"ArthCp019",16.6136159414962,1.9789016251837,0.462923493432568,4.27479195430369,1.91315857301553e-05,0.00163001110420923
"ArthCp025",45.2300025779466,1.44041502994767,0.397829131552424,3.62068766640299,0.000293821040424098,0.0153266648841631
"ArthCp026",86.3886890316077,1.66226107121415,0.418428061385583,3.97263287196785,7.10825617593568e-05,0.004781237575182
"ArthCp027",17.1435825012627,1.73737708706109,0.408534372507417,4.25270724810198,2.11201601930265e-05,0.00174139127268954
"ArthCp028",174.870029821343,1.15648456301868,0.289810405404756,3.99048668181361,6.59378518828728e-05,0.00456608940482873
"ArthCp034",45.5368393957706,1.39464177182167,0.400337306157254,3.48366677392252,0.000494594866487427,0.0238525373347521
"ArthCt106",10.9462416309534,1.47799247458681,0.513487428155649,2.87834208501557,0.00399771373745587,0.13980350458013
"ArthCp055",41.0970732143464,1.2982110977441,0.404904042835478,3.20621915418017,0.00134491516889975,0.0572933861951296
"ArthCp058",16.4977859026985,1.58600801402887,0.496400321306524,3.19501810525525,0.00139822068786765,0.0585877389867168
"ArthCp059",54.5413153669341,1.04688765289125,0.358364304260376,2.92129444937857,0.00348580209146375,0.123745974246963
"ArthCp060",78.8143975860425,1.32379352113994,0.336735876178571,3.93125180531084,8.45047063013984e-05,0.00536662354900377
"ArthCp061",40.3790507575219,2.28730300056276,0.468266339067361,4.88461973397095,1.0362865476719e-06,0.000139407811360493
"ArthCp062",31.0935826475029,1.56581505893531,0.469606046041996,3.33431622555234,0.000855093839945924,0.0376831009465824
"ArthCp063",15.4759711918069,2.38113712614772,0.523719707483559,4.54658683284793,5.45228813947964e-06,0.000580668686854581
"ArthCp064",196.054808732493,1.01261940812099,0.213792131883684,4.73646714310289,2.17475980435348e-06,0.000275410032157531
"ArthCr086",8.45828782830286,-2.09514815090619,0.746564873876786,-2.80638458119043,0.00501008573066367,0.162098469969321
"ArthCr088",8.04452079440869,-2.01456000897199,0.732892952102784,-2.74877798072953,0.00598178886783356,0.184210269231115
"ArthCp085",206.003792082077,1.0404544450946,0.211276752721234,4.92460449005203,8.45311505403945e-07,0.00012003423376736
