"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT3G59860",0,NA,NA,NA,NA,NA
"AT3G59870",0.0567634223861871,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G59880",0.0476318822660917,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G59884",0,NA,NA,NA,NA,NA
"AT3G59890",0,NA,NA,NA,NA,NA
"AT3G59900",0,NA,NA,NA,NA,NA
"AT3G59910",0,NA,NA,NA,NA,NA
"AT3G09255",0,NA,NA,NA,NA,NA
"AT3G59920",0.101492094108687,0,3.72499673437046,0,1,NA
"AT3G59923",0,NA,NA,NA,NA,NA
"AT3G59926",0,NA,NA,NA,NA,NA
"AT3G59930",0,NA,NA,NA,NA,NA
"AT3G09265",0,NA,NA,NA,NA,NA
"AT3G59940",0,NA,NA,NA,NA,NA
"AT3G09275",0,NA,NA,NA,NA,NA
"AT3G59950",0,NA,NA,NA,NA,NA
"AT3G09295",0,NA,NA,NA,NA,NA
"AT3G59960",0,NA,NA,NA,NA,NA
"AT3G59970",0.168467916046354,-1.62349709656323,3.72345908587823,-0.436018513731113,0.662823297176146,1
"AT3G09305",0,NA,NA,NA,NA,NA
"AT3G59980",0,NA,NA,NA,NA,NA
"AT3G59990",0.0990441420758062,-0.190174826641156,3.72499673437046,-0.0510536894935819,0.959282738264958,NA
"AT3G60000",0,NA,NA,NA,NA,NA
"AT3G60010",0,NA,NA,NA,NA,NA
"AT3G60020",0,NA,NA,NA,NA,NA
"AT3G60030",0.11657610926171,0,3.72499673437046,0,1,NA
"AT3G09315",0,NA,NA,NA,NA,NA
"AT3G09325",0,NA,NA,NA,NA,NA
"AT3G09335",0,NA,NA,NA,NA,NA
"AT3G09345",0,NA,NA,NA,NA,NA
"AT3G60040",0,NA,NA,NA,NA,NA
"AT3G60050",0,NA,NA,NA,NA,NA
"AT3G60060",0,NA,NA,NA,NA,NA
"AT3G60070",0,NA,NA,NA,NA,NA
"AT3G60075",0,NA,NA,NA,NA,NA
"AT3G60080",0.245468600338347,1.10272962309798,3.70619925543982,0.297536518437167,0.766056931958078,1
"AT3G60090",0,NA,NA,NA,NA,NA
"AT3G60100",0,NA,NA,NA,NA,NA
"AT3G09355",0,NA,NA,NA,NA,NA
"AT3G60110",0,NA,NA,NA,NA,NA
"AT3G60120",0,NA,NA,NA,NA,NA
"AT3G60130",0.222073946725814,-1.15196689517617,3.21263611008404,-0.358573724412888,0.719914006213114,1
"AT3G60140",0,NA,NA,NA,NA,NA
"AT3G00940",0,NA,NA,NA,NA,NA
"AT3G60150",0,NA,NA,NA,NA,NA
"AT3G60160",0,NA,NA,NA,NA,NA
"AT3G60164",0,NA,NA,NA,NA,NA
"AT3G60170",0,NA,NA,NA,NA,NA
"AT3G60176",0,NA,NA,NA,NA,NA
"AT3G60180",0,NA,NA,NA,NA,NA
"AT3G60190",0.17987606359184,0.29072018392197,3.72499673437046,0.0780457553799984,0.937791656434742,1
"AT3G60200",0.111344439401526,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G60210",0,NA,NA,NA,NA,NA
"AT3G60220",0,NA,NA,NA,NA,NA
"AT3G60238",0,NA,NA,NA,NA,NA
"AT3G60240",0.0922820603006148,0.29072018392197,3.72499673437046,0.0780457553799985,0.937791656434742,NA
"AT3G60245",0.180051443403794,-0.671069837204285,3.72499673437046,-0.180153134367163,0.85703234973502,1
"AT3G60250",0,NA,NA,NA,NA,NA
"AT3G60260",0,NA,NA,NA,NA,NA
"AT3G60270",0,NA,NA,NA,NA,NA
"AT3G60280",0,NA,NA,NA,NA,NA
"AT3G60286",0,NA,NA,NA,NA,NA
"AT3G60290",0,NA,NA,NA,NA,NA
"AT3G60300",0.066482349263694,0,3.72499673437046,0,1,NA
"AT3G60310",0,NA,NA,NA,NA,NA
"AT3G60320",0.0596032229863047,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G00950",0,NA,NA,NA,NA,NA
"AT3G60328",0,NA,NA,NA,NA,NA
"AT3G60330",0,NA,NA,NA,NA,NA
"AT3G60340",0.0661220906628742,0,3.72499673437046,0,1,NA
"AT3G60350",0,NA,NA,NA,NA,NA
"AT3G60360",0.0596032229863047,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G60370",0,NA,NA,NA,NA,NA
"AT3G60380",0,NA,NA,NA,NA,NA
"AT3G60390",0,NA,NA,NA,NA,NA
"AT3G09365",0,NA,NA,NA,NA,NA
"AT3G60400",0,NA,NA,NA,NA,NA
"AT3G60410",0,NA,NA,NA,NA,NA
"AT3G60415",0.321805087717831,-1.15196706669512,3.16595180541907,-0.363861213782006,0.715961649100675,1
"AT3G60420",0,NA,NA,NA,NA,NA
"AT3G60440",0.0567634223861871,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G09395",0,NA,NA,NA,NA,NA
"AT3G60450",0.0549410712739802,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G60460",0,NA,NA,NA,NA,NA
"AT3G60470",0,NA,NA,NA,NA,NA
"AT3G60480",0,NA,NA,NA,NA,NA
"AT3G60490",0,NA,NA,NA,NA,NA
"AT3G60500",0.066482349263694,0,3.72499673437046,0,1,NA
"AT3G60510",0.0549410712739802,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G60520",0,NA,NA,NA,NA,NA
"AT3G09415",0,NA,NA,NA,NA,NA
"AT3G09425",0,NA,NA,NA,NA,NA
"AT3G09435",0,NA,NA,NA,NA,NA
"AT3G09445",0,NA,NA,NA,NA,NA
"AT3G60530",0.0596032229863047,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G60540",0,NA,NA,NA,NA,NA
"AT3G09465",0,NA,NA,NA,NA,NA
"AT3G60550",0,NA,NA,NA,NA,NA
"AT3G60560",0,NA,NA,NA,NA,NA
"AT3G60565",0,NA,NA,NA,NA,NA
"AT3G60570",0,NA,NA,NA,NA,NA
"AT3G60580",0,NA,NA,NA,NA,NA
"AT3G09475",0,NA,NA,NA,NA,NA
"AT3G60590",0,NA,NA,NA,NA,NA
"AT3G60600",0.0596032229863047,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G60610",0,NA,NA,NA,NA,NA
"AT3G60613",0,NA,NA,NA,NA,NA
"AT3G60620",0.104444782148176,0.771615194485099,3.72499673437046,0.207145200253579,0.835896462856283,NA
"AT3G09485",0,NA,NA,NA,NA,NA
"AT3G60630",0,NA,NA,NA,NA,NA
"AT3G60640",0,NA,NA,NA,NA,NA
"AT3G60650",0,NA,NA,NA,NA,NA
"AT3G60660",0,NA,NA,NA,NA,NA
"AT3G60670",0,NA,NA,NA,NA,NA
"AT3G60680",0,NA,NA,NA,NA,NA
"AT3G60690",0,NA,NA,NA,NA,NA
"AT3G60700",0,NA,NA,NA,NA,NA
"AT3G60710",0,NA,NA,NA,NA,NA
"AT3G60720",0,NA,NA,NA,NA,NA
"AT3G60730",0,NA,NA,NA,NA,NA
"AT3G60740",0,NA,NA,NA,NA,NA
"AT3G60750",1.89045719437713,0.598321424366574,1.20467481468684,0.496666334410015,0.6194243666251,1
"AT3G60760",0,NA,NA,NA,NA,NA
"AT3G60770",0.179502110639745,-0.671069837204284,3.72499673437046,-0.180153134367162,0.85703234973502,1
"AT3G60780",0,NA,NA,NA,NA,NA
"AT3G60790",0,NA,NA,NA,NA,NA
"AT3G60800",0.0522223910740879,0.290720183921971,3.72499673437046,0.0780457553799987,0.937791656434742,NA
"AT3G60805",0,NA,NA,NA,NA,NA
"AT3G60810",0,NA,NA,NA,NA,NA
"AT3G60820",0.118776664016884,-1.15196484776741,3.72499673437046,-0.309252579240743,0.757129400296365,NA
"AT3G60830",0,NA,NA,NA,NA,NA
"AT3G60840",0,NA,NA,NA,NA,NA
"AT3G60850",0.0845614393792383,0.771615194485099,3.72499673437046,0.207145200253579,0.835896462856283,NA
"AT3G60860",0,NA,NA,NA,NA,NA
"AT3G60870",0,NA,NA,NA,NA,NA
"AT3G60880",0.0500937599980161,0,3.72499673437046,0,1,NA
"AT3G60890",0,NA,NA,NA,NA,NA
"AT3G60900",0,NA,NA,NA,NA,NA
"AT3G60910",0.0500937599980161,0,3.72499673437046,0,1,NA
"AT3G09495",0,NA,NA,NA,NA,NA
"AT3G60920",0,NA,NA,NA,NA,NA
"AT3G60930",0,NA,NA,NA,NA,NA
"AT3G60935",0,NA,NA,NA,NA,NA
"AT3G60940",0,NA,NA,NA,NA,NA
"AT3G60950",0,NA,NA,NA,NA,NA
"AT3G60955",0,NA,NA,NA,NA,NA
"AT3G60957",0,NA,NA,NA,NA,NA
"AT3G60960",0,NA,NA,NA,NA,NA
"AT3G09515",0,NA,NA,NA,NA,NA
"AT3G60961",0,NA,NA,NA,NA,NA
"AT3G60965",0,NA,NA,NA,NA,NA
"AT3G60966",0.0561313183548577,0,3.72499673437046,0,1,NA
"AT3G09525",0,NA,NA,NA,NA,NA
"AT3G09545",0,NA,NA,NA,NA,NA
"AT3G60970",0,NA,NA,NA,NA,NA
"AT3G60972",0,NA,NA,NA,NA,NA
"AT3G09555",0,NA,NA,NA,NA,NA
"AT3G60975",0,NA,NA,NA,NA,NA
"AT3G60980",0,NA,NA,NA,NA,NA
"AT3G60990",0,NA,NA,NA,NA,NA
"AT3G61010",0.118704740337782,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G61020",0,NA,NA,NA,NA,NA
"AT3G61028",0,NA,NA,NA,NA,NA
"AT3G61030",0,NA,NA,NA,NA,NA
"AT3G61035",0,NA,NA,NA,NA,NA
"AT3G61040",0,NA,NA,NA,NA,NA
"AT3G61050",0.0500013406109956,0,3.72499673437046,0,1,NA
"AT3G61060",0,NA,NA,NA,NA,NA
"AT3G61070",0.0422807196896191,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G61080",0.0552131210466683,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G61090",0,NA,NA,NA,NA,NA
"AT3G61100",0,NA,NA,NA,NA,NA
"AT3G61105",0,NA,NA,NA,NA,NA
"AT3G61110",0,NA,NA,NA,NA,NA
"AT3G61111",0,NA,NA,NA,NA,NA
"AT3G61113",0,NA,NA,NA,NA,NA
"AT3G09565",0,NA,NA,NA,NA,NA
"AT3G61117",0,NA,NA,NA,NA,NA
"AT3G61118",0,NA,NA,NA,NA,NA
"AT3G61120",0,NA,NA,NA,NA,NA
"AT3G61130",0.162366600199517,0.290720183921971,3.72499673437046,0.0780457553799987,0.937791656434741,1
"AT3G61140",0,NA,NA,NA,NA,NA
"AT3G61150",0.190527529064367,1.58362463366169,3.70619925544099,0.427290743026513,0.669167574404438,1
"AT3G61160",0,NA,NA,NA,NA,NA
"AT3G61170",0,NA,NA,NA,NA,NA
"AT3G61172",0,NA,NA,NA,NA,NA
"AT3G61175",0,NA,NA,NA,NA,NA
"AT3G61177",0,NA,NA,NA,NA,NA
"AT3G61180",0,NA,NA,NA,NA,NA
"AT3G61182",0,NA,NA,NA,NA,NA
"AT3G61185",0,NA,NA,NA,NA,NA
"AT3G61190",0,NA,NA,NA,NA,NA
"AT3G61198",0,NA,NA,NA,NA,NA
"AT3G61200",0.0500013406109956,0,3.72499673437046,0,1,NA
"AT3G61210",0.051398334110671,0,3.72499673437046,0,1,NA
"AT3G61220",0,NA,NA,NA,NA,NA
"AT3G61230",0,NA,NA,NA,NA,NA
"AT3G09575",0,NA,NA,NA,NA,NA
"AT3G61240",0.100187519996032,0,3.72499673437046,0,1,NA
"AT3G61250",0,NA,NA,NA,NA,NA
"AT3G09605",0,NA,NA,NA,NA,NA
"AT3G61260",0.152798008832338,0,3.72499673437046,0,1,1
"AT3G61270",0,NA,NA,NA,NA,NA
"AT3G09615",0,NA,NA,NA,NA,NA
"AT3G61280",0.0899126019557109,0.771615194485099,3.72499673437046,0.207145200253579,0.835896462856283,NA
"AT3G61290",0,NA,NA,NA,NA,NA
"AT3G61300",0,NA,NA,NA,NA,NA
"AT3G61310",0,NA,NA,NA,NA,NA
"AT3G61320",0.066482349263694,0,3.72499673437046,0,1,NA
"AT3G61330",0,NA,NA,NA,NA,NA
"AT3G61340",0,NA,NA,NA,NA,NA
"AT3G61350",0,NA,NA,NA,NA,NA
"AT3G09625",0,NA,NA,NA,NA,NA
"AT3G61360",0,NA,NA,NA,NA,NA
"AT3G09635",0,NA,NA,NA,NA,NA
"AT3G61370",0,NA,NA,NA,NA,NA
"AT3G09645",0,NA,NA,NA,NA,NA
"AT3G61380",0,NA,NA,NA,NA,NA
"AT3G09655",0,NA,NA,NA,NA,NA
"AT3G61390",0,NA,NA,NA,NA,NA
"AT3G61400",0,NA,NA,NA,NA,NA
"AT3G61410",0,NA,NA,NA,NA,NA
"AT3G61415",0,NA,NA,NA,NA,NA
"AT3G61420",0,NA,NA,NA,NA,NA
"AT3G61430",0.0549410712739802,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G61440",0.281454562842999,-0.190175435035143,2.73449327112937,-0.0695468652430068,0.944554329861889,1
"AT3G61450",0,NA,NA,NA,NA,NA
"AT3G61460",0.0661220906628742,0,3.72499673437046,0,1,NA
"AT3G61470",1.73841461388045,0.259622801428066,1.17462052255413,0.221026958445723,0.82507144222955,1
"AT3G61480",0,NA,NA,NA,NA,NA
"AT3G61490",0,NA,NA,NA,NA,NA
"AT3G61500",0,NA,NA,NA,NA,NA
"AT3G61510",0,NA,NA,NA,NA,NA
"AT3G61520",0,NA,NA,NA,NA,NA
"AT3G61530",0,NA,NA,NA,NA,NA
"AT3G61540",0,NA,NA,NA,NA,NA
"AT3G61545",0,NA,NA,NA,NA,NA
"AT3G61550",0,NA,NA,NA,NA,NA
"AT3G61560",0,NA,NA,NA,NA,NA
"AT3G61570",0,NA,NA,NA,NA,NA
"AT3G61571",0,NA,NA,NA,NA,NA
"AT3G61580",0.450051424986658,0.948492308495999,2.63601566025752,0.359820437638576,0.718981418446026,1
"AT3G61590",0,NA,NA,NA,NA,NA
"AT3G61600",0,NA,NA,NA,NA,NA
"AT3G61610",0,NA,NA,NA,NA,NA
"AT3G61620",0,NA,NA,NA,NA,NA
"AT3G61630",0,NA,NA,NA,NA,NA
"AT3G09665",0,NA,NA,NA,NA,NA
"AT3G09675",0,NA,NA,NA,NA,NA
"AT3G61640",0,NA,NA,NA,NA,NA
"AT3G61650",0,NA,NA,NA,NA,NA
"AT3G09685",0,NA,NA,NA,NA,NA
"AT3G61660",0,NA,NA,NA,NA,NA
"AT3G61670",0,NA,NA,NA,NA,NA
"AT3G61680",0,NA,NA,NA,NA,NA
"AT3G61690",0.0476318822660917,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G09695",0,NA,NA,NA,NA,NA
"AT3G61700",0.0552131210466683,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G61710",0,NA,NA,NA,NA,NA
"AT3G61715",0,NA,NA,NA,NA,NA
"AT3G61720",0,NA,NA,NA,NA,NA
"AT3G61721",0,NA,NA,NA,NA,NA
"AT3G61723",0,NA,NA,NA,NA,NA
"AT3G09705",0,NA,NA,NA,NA,NA
"AT3G61730",0,NA,NA,NA,NA,NA
"AT3G61740",0,NA,NA,NA,NA,NA
"AT3G61750",0.0422807196896191,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G61755",0,NA,NA,NA,NA,NA
"AT3G61760",0,NA,NA,NA,NA,NA
"AT3G61770",0,NA,NA,NA,NA,NA
"AT3G61780",0,NA,NA,NA,NA,NA
"AT3G61790",0.0596032229863047,-0.671069837204284,3.72499673437046,-0.180153134367163,0.85703234973502,NA
"AT3G61800",0.0422807196896191,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G61810",0,NA,NA,NA,NA,NA
"AT3G61820",0.0476318822660917,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G61825",0,NA,NA,NA,NA,NA
"AT3G61826",0,NA,NA,NA,NA,NA
"AT3G61829",0,NA,NA,NA,NA,NA
"AT3G61830",0,NA,NA,NA,NA,NA
"AT3G61840",0,NA,NA,NA,NA,NA
"AT3G61850",0.0476318822660917,0.290720183921971,3.72499673437046,0.0780457553799986,0.937791656434742,NA
"AT3G61860",0,NA,NA,NA,NA,NA
"AT3G61870",0.264550238807527,0.736341263065372,2.78190309272979,0.264689760398096,0.79124846625907,1
"AT3G61880",0,NA,NA,NA,NA,NA
